bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,78312624439597332823713699301983082548422020159723761765405583717507170133611,False,0.0,975,1769275215,1769567418,0.0005,0.119
1,40-64,40,64,82615121685705318787865984579727997182682535192135753654842103788300653291947,False,0.0,1054,1769275515,1769591114,0.0005,0.348
2,65-89,65,89,107683535205859682889843071477821612986582794458725305419479392850170432891644,True,1.0,1221,1769275814,1769641513,0.075,0.9995
3,90-114,90,114,50214305297176962065773245512961547550198516374144624237468290586352509598213,False,0.0,1218,1769275811,1769640612,0.0005,0.57
4,115-139,115,139,100720850229444206953571246703815236225244628255565116982295422443855268763891,False,0.0,1220,1769275820,1769641218,0.0005,0.585
5,140-164,140,164,44257484033027126476846229509876146393884838836383404687822674453090874957380,False,0.0,1221,1769275823,1769641517,0.0005,0.565
6,165-189,165,189,11604571235305709869266257881736800804762297749675707328382377541291980092054,False,0.0,1213,1769275830,1769640320,0.0005,0.525
7,190-214,190,214,46947492499113273996249213937507503766142240156318783645197186736098916516610,False,0.0,1221,1769275812,1769641512,0.0005,0.51
8,215-239,215,239,53451246113130966328677268822581094786869476673242194471148302419313134139600,False,0.0,1217,1769275818,1769640315,0.0005,0.48
9,240+,240,999999,95511185188021493205949527080105379947864792691342115849848130273440022406399,False,0.0,1222,1769275215,1769641219,0.0005,0.03
