bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,89523879676463991428182351711617844717257764478273644463998845605533175114669,False,0.0,90,1784566819,1784887218,0.0005,0.335
1,40-64,40,64,47281490632165308097859033462164824231736923766630150508381477948690740560704,False,0.0,102,1784566819,1784930418,0.0005,0.53
2,65-89,65,89,33185841768916989777729252428116452228097499665510389869920274919269485248585,False,0.0,108,1784566817,1784952014,0.0005,0.665
3,90-114,90,114,55039816141578475089541962735498745172465336348321243798010720034986104919126,True,1.0,122,1784566812,1785002407,0.026,0.9995
4,115-139,115,139,66596531271684961144430629893486311251824208599738371544970293351795312586905,False,0.0,122,1784566812,1785002407,0.0005,0.7475
5,140-164,140,164,16128717214683759493984523849597984428545374445448851024690888041468518443552,False,0.0,122,1784566817,1785002425,0.0005,0.0275
6,165-189,165,189,85530078640765753593394846339030229720225478508936447099792339404543185700246,False,0.0,122,1784566817,1785002418,0.0005,0.226
7,190-214,190,214,16742881533456549138083363584630084175297901861723538409388365807100505885763,False,0.0,122,1784566815,1785002411,0.0005,0.4915
8,215-239,215,239,112730024577873637065832090143802129286967180908827604836567584480892890043143,False,0.0,122,1784566818,1785002429,0.0005,0.2445
9,240+,240,999999,54380550501534707029676506823282029155673431167115800694304742416742049257,False,0.0,122,1784566812,1785002407,0.0005,0.2435
