bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<20,0,19,25573573348016062937540620651770922187107569922418431024349696221783113049206,False,0.0,1064,1764998410,1765317309,0.0005,0.055
1,20-39,20,39,73217294949045462089617340996343801170948185164814264290394593932694298898614,False,0.0,1199,1764998708,1765358107,0.0005,0.06
2,40-59,40,59,4093765347920331498578303031054483291158442503231836152955087717806301782812,False,0.0,1295,1764998411,1765386615,0.0005,0.095
3,60-79,60,79,109370410102696644138494766965816336131204583618621248712317719765930212949700,False,0.0,1311,1764998409,1765391411,0.0005,0.095
4,80-99,80,99,11958323246018949268305117943063584822760533135128480707229176624614502124160,False,0.0,1508,1764998709,1765450821,0.0005,0.095
5,100-119,100,119,65774688408297799930887653196951956845778724598536159097289424017467741364343,False,0.0,1614,1764997813,1765481709,0.0005,0.045
6,120-139,120,139,23046045947121067738123114661723789536422221612375792841454786375745992318964,False,0.0,1715,1764997828,1765512015,0.0005,0.065
7,140-159,140,159,46360846971973217344926393544181729088008390806161259549205801784809041170995,False,0.0,2052,1764997828,1765613423,0.0005,0.075
8,160-179,160,179,61171246372434836734100679251375309256634001477109053719892049325340934767513,False,0.0,2152,1764997823,1765643414,0.0005,0.195
9,180-199,180,199,68719644847747562194994919034654613981950364027126398103555604251487132917813,False,0.0,2438,1764998411,1765730123,0.0005,0.1
10,200-219,200,219,25444171621625126484077504728401230740609027954573609294950098706526742197307,False,0.0,2643,1764997821,1765791012,0.0005,0.2
11,220-239,220,239,79043262222942461167273858536854928633789386820608432497964065463665187837161,False,0.0,2768,1764997831,1765828510,0.0005,0.2375
12,240-259,240,259,2813653733268057819080033915648139876160444963089556896236883284061341935550,False,0.0,3019,1764997824,1765903810,0.0005,0.4535
13,260-279,260,279,59102814116739628106790547606070929167558281580594564707042567295735520835875,True,1.0,3062,1764997827,1765916710,0.0225,0.9995
14,280-299,280,299,54794243269886998629201290325357185562404417318083142606324471967599890218053,False,0.0,3062,1764997815,1765916708,0.0005,0.3885
15,300-319,300,319,49417883779207750952397117165921601162089239430290827125908276715974710092899,False,0.0,3062,1764997806,1765916706,0.0005,0.225
16,320-339,320,339,100448547002804063538582077835195335118485081872720236635742304484278248510283,False,0.0,3062,1764997806,1765916706,0.0005,0.185
17,340-359,340,359,80061443672341282959974126190528363085278520770237010105199270379965512527299,False,0.0,3060,1764998408,1765916707,0.0005,0.155
18,360-379,360,379,82335955678802494857190466517706644825797045521300601717410306704224707856753,False,0.0,3059,1764998709,1765916709,0.0005,0.144
19,380-399,380,399,59152286701598130103869643550723092052349367586190372724381273146853836510663,False,0.0,3060,1764998407,1765916706,0.0005,0.1345
20,400-419,400,419,108857295696804172148067267258059712796309325288018950699799572117838302518520,False,0.0,3060,1764998410,1765916709,0.0005,0.109
21,420-439,420,439,108809565384853396484955002548035085894573414765794316742971849951412041815771,False,0.0,3060,1764998408,1765916707,0.0005,0.1085
22,440-459,440,459,100564372250815805711607847433545196581013165830752572616929492238019041008713,False,0.0,3060,1764998410,1765916709,0.0005,0.0955
23,460-479,460,479,54688343340812217314548066294002976494672890221767623701094208146771742038240,False,0.0,3060,1764998409,1765916708,0.0005,0.095
24,480-499,480,499,88641507465663987736028394696794719597694767303008945179764980992917220854793,False,0.0,3059,1764998708,1765916707,0.0005,0.095
25,500+,500,999999,98264724982026016621968770606751408018708701139255450742362227029267418973085,False,0.0,3060,1764998410,1765916709,0.0005,0.179
