bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<20,0,19,91060343954228788590492152612854691721656150445336966074031435974828819539199,False,0.0,1089,1774930838,1775268037,0.0005,0.174
1,20-39,20,39,11003090601075757674096850127091632951790231467958776910751735596593521140988,False,0.0,1460,1774930839,1775384138,0.0005,0.1735
2,40-59,40,59,25919970423452160164685901908680935851729085284633693233280924885373015179146,False,0.0,1312,1774930849,1775416253,0.0005,0.4015
3,60-79,60,79,2497608647834833752104882138568967817242322657110508244414396862086366884876,False,0.0,1697,1774930839,1775456738,0.0005,0.065
4,80-99,80,99,110085695114485011656615841980606605706632115424123792836132034085165335171120,False,0.0,1841,1774930840,1775506545,0.0005,0.065
5,100-119,100,119,80973659832556814237948094229765880192603503313299542256810673457715915449506,False,0.0,1764,1774930846,1775551546,0.0005,0.065
6,120-139,120,139,4238690113209970048731623629686820253642201064983945266949646450034748492696,False,0.0,2148,1774930839,1775596553,0.0005,0.065
7,140-159,140,159,61997200124691060140081924101960880110041971271762643356273588413602610885735,False,0.0,1875,1774930850,1775637300,0.0005,0.394
8,160-179,160,179,86901496536465584004513433609153498727721958091442485276276209162871814757114,False,0.0,2225,1774930844,1775701847,0.0005,0.075
9,180-199,180,199,27049704163094356489358313438009848922294258535312687286768430461815593079559,False,0.0,2548,1774930838,1775724038,0.0005,0.095
10,200-219,200,219,69965310903112292858793239737882978786851812243778509510082918471268874516138,False,0.0,2555,1774930843,1775775655,0.0005,0.265
11,220-239,220,239,21211675296239081287112537108919749234919504163042674496325854801411716161372,False,0.0,2681,1774930844,1775840413,0.0005,0.61
12,240-259,240,259,54881255164458451498748874684615885119557678245228064338412172896769817968099,True,1.0,2333,1774930851,1775847054,0.1,0.9995
13,260-279,260,279,109257271083741366015175538524858239164774140687987450888763578994833604153502,False,0.0,2928,1774930839,1775847648,0.0005,0.365
14,280-299,280,299,69301857756321668848755842630205516040410482541743917267190369091476870665670,False,0.0,2383,1774930849,1775847052,0.0005,0.185
15,300-319,300,319,739051261401885921865144622115679026216343091570175957042294380108143509797,False,0.0,2902,1774930840,1775847942,0.0005,0.205
16,320-339,320,339,47187083156871945168097730526576515614872907420979778049783046143064972976061,False,0.0,2685,1774930844,1775847348,0.0005,0.12
17,340-359,340,359,14750589933601606840521705895029680733179662317308599472478471074799912892279,False,0.0,2409,1774930848,1775847051,0.0005,0.195
18,360-379,360,379,47764731104599492545174326209849416442567456422193373629410472308184787987392,False,0.0,2896,1774930840,1775847651,0.0005,0.095
19,380-399,380,399,23817518136328353500779018295432569567724211080495307177329333790416539019879,False,0.0,2327,1774930851,1775847054,0.0005,0.075
20,400-419,400,419,71722418574828138123073817692465858212379019937614131308872183267883250908977,False,0.0,2576,1774930846,1775847048,0.0005,0.07
21,420-439,420,439,82564407277038693942290238670693616086713333750962928491508370032028618097889,False,0.0,2536,1774930846,1775847354,0.0005,0.07
22,440-459,440,459,33329271034263299983904259954362270051926455997709311826375615084641209676695,False,0.0,2889,1774930840,1775847652,0.0005,0.5
23,460-479,460,479,110631556360992854783748389781551215710716361632605010989199168607440797627630,False,0.0,2638,1774930845,1775847350,0.0005,0.1985
24,480-499,480,499,28592466014132877801837164642624327851071743207035846724385292745723185108808,False,0.0,2657,1774930844,1775847350,0.0005,0.1595
25,500-519,500,519,28988872279461785569648313795337146279160435362535924303065327994859723340798,False,0.0,2336,1774930851,1775847054,0.0005,0.065
26,520-539,520,539,5773957688348799558068447778042601441066016571936581169305043267312983240623,False,0.0,2591,1774930845,1775847352,0.0005,0.066
27,540-559,540,559,106229903086091673837691672434298745937496977121468694162286395944651806980478,False,0.0,2927,1774930839,1775847648,0.0005,0.065
28,560-579,560,579,49391253307267074054423101123951733581170279133720683005031126259862336486724,False,0.0,2921,1774930839,1775847649,0.0005,0.066
29,580+,580,999999,112499835984000440143531887035285349504480345252820242649606872857037390211804,False,0.0,2414,1774930848,1775847051,0.0005,0.065
