bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,59638281026558454522464400442194785469381170846094768130526435861222489014534,False,0.0,879,1780158318,1780421705,0.0005,0.465
1,40-64,40,64,9333083638651076414895976212454918983694870824672117568745053021673830989250,False,0.0,1137,1780158318,1780502103,0.0005,0.725
2,65-89,65,89,28765715438312502644696640919639769470793958921504144132828204116377342877105,True,1.0,1163,1780158318,1780509903,0.055,0.9995
3,90-114,90,114,81762782548450883120136274929964183638791076076391227943974075065654192762372,False,0.0,1163,1780158319,1780509904,0.0005,0.41
4,115-139,115,139,33136052387517153460136918368702482768503004562853434372881897757612583803971,False,0.0,1163,1780158318,1780509903,0.0005,0.125
5,140-164,140,164,82987408982458419204930197340331869877183137767249386504071803492586026882309,False,0.0,1164,1780158319,1780510204,0.0005,0.094
6,165-189,165,189,108735623740315281319601019851083076853169077230643338490069606431220596039388,False,0.0,1163,1780158319,1780509904,0.0005,0.045
7,190-214,190,214,36323222883862775571986636408447676434047307472922460769539892953929994221067,False,0.0,1163,1780158318,1780509903,0.0005,0.07
8,215-239,215,239,48766444185688146231268614730821697551629317948730496556418976291245896978502,False,0.0,1163,1780158319,1780509904,0.0005,0.0085
9,240+,240,999999,22720750187751896903230973572803613853400427439246419353992871711545799807889,False,0.0,1163,1780158318,1780509904,0.0005,0.009
