bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,40354975981462802199415680172417081676580974035558909979490888389372227834435,False,0.0,1169,1781195105,1781545506,0.0005,0.775
1,40-64,40,64,105577993048948109580713045276679542431413340762946402420115963849346865805857,True,1.0,1185,1781195104,1781550304,0.215,0.9995
2,65-89,65,89,105641905835299104459047817633334674191335447674370742557537291253712674139313,False,0.0,1181,1781195105,1781549105,0.0005,0.415
3,90-114,90,114,40277481559101939630788876191432922603268660106057379185350924729589418753262,False,0.0,1182,1781195104,1781549419,0.0005,0.125
4,115-139,115,139,52156126825734883942022990172011672732000733097736942649166378493351858489890,False,0.0,1182,1781195104,1781549418,0.0005,0.0555
5,140-164,140,164,248861006090891876008420115950789033708478528556742336517900764637379966051,False,0.0,1182,1781195104,1781549418,0.0005,0.03
6,165-189,165,189,40977216314320855827756104141756294767218437888700267368585107714192439068949,False,0.0,1182,1781195104,1781549418,0.0005,0.026
7,190-214,190,214,94242730379368813953572378363044439599195241947198357144601470451145530186181,False,0.0,1182,1781195104,1781549419,0.0005,0.026
8,215-239,215,239,29161966668220921626678364460623376116231641952044232379728571803964029476504,False,0.0,1183,1781195104,1781549704,0.0005,0.5
9,240+,240,999999,81475339743922435533507242318351366046155035170287683544998307931313064530713,False,0.0,1183,1781195104,1781549704,0.0005,0.3985
