bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<150,0,149,112052443780726733988537502145587362812286008491273053046937920455090811043734,False,0.0,69,1729872002,1730116802,0.0005,0.5
1,150-174,150,174,104984923756224912719739834797229520920322015975016614518344563597976658912413,False,0.0,82,1729872002,1730163602,0.0005,0.5
2,175-199,175,199,107139510371230586392872852250134780874710752524483215629548356917692104016686,False,0.0,86,1729875602,1730181604,0.0005,0.5
3,200-224 ,200,224,2827192628203083438600607178987510016695154946568552208742836034174124382974,False,0.0,92,1729875602,1730203203,0.0005,0.5
4,225-249,225,249,23252217448361271224751560691350771049438888466358414654454412247417762772080,False,0.0,98,1729875602,1730224803,0.0005,0.5
5,250-274 ,250,274,8051877732840102397585540007276438075333876858587140082277851024214622459689,False,0.0,105,1729875602,1730250002,0.0005,0.5
6,275-299,275,299,109453288957054510565739858697777646285311655885797538720151555753112698598744,False,0.0,117,1729875602,1730293203,0.0005,0.5
7,300-324,300,324,54595605060773088446479390994110091446049392455932517795220375834474525392254,False,0.0,128,1729875602,1730332803,0.0005,0.5
8,325-349,325,349,27314143576937861024322392798541043468048578006021880822120262723411038171650,False,0.0,133,1729875602,1730350803,0.0005,0.5
9,350-374,350,374,77425294342348038455530687296957231283047755528556930111985695236973908436683,False,0.0,143,1729879202,1730390403,0.0005,0.27
10,375-399,375,399,45921767044083350889086350972270603152191973822331219998670837074604975283233,False,0.0,153,1729875602,1730422803,0.0005,0.5
11,400+,400,999999,80665662153508101766667385025079756728692399226213393784200729704550303867239,True,1.0,153,1729875602,1730422803,0.06,0.9995
