bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,40210314660981170937953906591889125395854154388030561261874764760344017317694,False,0.0,992,1778355909,1778654706,0.0005,0.885
1,40-64,40,64,96778601781061888845996455345677979574740972062247269082838046045768703592318,True,1.0,1130,1778355622,1778695806,0.11,0.9995
2,65-89,65,89,56154407563644467385141471534264689823352753306152915333598475359144131334213,False,0.0,1130,1778355622,1778695806,0.0005,0.475
3,90-114,90,114,114605101691974616453683300626767896270568055504596590605814756148662264473129,False,0.0,1132,1778355025,1778695807,0.0005,0.3395
4,115-139,115,139,29801475589485845433966580717860956512702654632097210241822879104798670349540,False,0.0,1132,1778355024,1778695806,0.0005,0.3575
5,140-164,140,164,111565792834335432573855873347428077077114233337100975153453910414190463333883,False,0.0,1132,1778355023,1778695806,0.0005,0.4985
6,165-189,165,189,5505176164845886782487373774168951017491977738865408060274468847266999093861,False,0.0,1133,1778355020,1778695806,0.0005,0.3565
7,190-214,190,214,87785052498062107131241727178839853789706540552136527786124788993302733909433,False,0.0,1133,1778355020,1778695806,0.0005,0.353
8,215-239,215,239,97180142225922738790421252025987103535645641876684109637104426308247298283351,False,0.0,1133,1778355020,1778695806,0.0005,0.4985
9,240+,240,999999,63707987671317609919926459339867578146092508421972438934611637170903415807231,False,0.0,1133,1778355020,1778695806,0.0005,0.403
