bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,49621787630713615506095327072330200268472585822742638847157830742102629007873,False,0.0,936,1775148047,1775435138,0.0005,0.1165
1,40-64,40,64,27522534656016262587291678039109722470770920147085953687082862783130504926395,False,0.0,1059,1775148348,1775476239,0.0005,0.505
2,65-89,65,89,73232570453505917214669536608716419216186585580167475872971007805043528288219,True,1.0,1104,1775148051,1775499050,0.3,0.9995
3,90-114,90,114,39798677761144602664604617783860347090384520482313743296618733554065800877544,False,0.0,1221,1775147758,1775521541,0.0005,0.35
4,115-139,115,139,99495311396325188114249123285403691312059835984439025866191231685424263834954,False,0.0,1077,1775148053,1775499051,0.0005,0.245
5,140-164,140,164,22185796021975842380934648104087214128123220227914196959134929878689264585164,False,0.0,975,1775148056,1775499055,0.0005,0.353
6,165-189,165,189,111193495764867181174616653377042017823025438893350887433562079106370098417931,False,0.0,992,1775148056,1775499054,0.0005,0.135
7,190-214,190,214,54948785756382603850643536699307821956417000281656883354112618970236425613959,False,0.0,924,1775148059,1775499058,0.0005,0.135
8,215-239,215,239,103584678842081273034485073004882580446386184903021872036652368959849887849529,False,0.0,1104,1775148350,1775499050,0.0005,0.498
9,240+,240,999999,61951918087433537421953849689375811332507877183797109715857950345085545602553,False,0.0,964,1775148057,1775499055,0.0005,0.025
