bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,84132535136560672715653668707519940228170996218638115831569465221730530288140,False,0.0,1299,1773677747,1774074033,0.0005,0.11
1,40-64,40,64,26908212322661959751596440047193496408210558926460436497038590338569001836148,False,0.0,1343,1773678027,1774081828,0.0005,0.27
2,65-89,65,89,56387313122572092366290391851147402453967784371832427861194438747314473053545,False,0.0,1384,1773678032,1774097735,0.0005,0.38
3,90-114,90,114,71368704309691032051142982993070708988485961998932602314127211344116244503654,False,0.0,1435,1773678029,1774109729,0.0005,0.755
4,115-139,115,139,41207853874747882817704799624511890496860673502315948001431328483754143846021,True,1.0,1457,1773678032,1774120537,0.09,0.9995
5,140-164,140,164,15380150825758223760607022394799223771289367687481535845111261320996569733680,False,0.0,1487,1773678027,1774125327,0.0005,0.1785
6,165-189,165,189,11689590922248940179236715373758920119841848533633547553025751712081420635896,False,0.0,1480,1773678026,1774122324,0.0005,0.041
7,190-214,190,214,47898133097350205940316647228156084633635608197368176721240975113547765129361,False,0.0,1458,1773678034,1774122332,0.0005,0.045
8,215-239,215,239,9588649270420635158460230868965955701346597765801218012615619083775710856895,False,0.0,1479,1773678026,1774122325,0.0005,0.025
9,240+,240,999999,12676694229578224591763332282207384350243397466220174086902857507036806862657,False,0.0,1474,1773678030,1774122631,0.0005,0.0075
