bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,109581768401620467310568466068808308431199141807811849420984494268258637532468,False,0.0,1079,1767634213,1767958215,0.0005,0.036
1,40-64,40,64,108663755198964736697401607471873889149717495037580308998765722367754598183252,False,0.0,1086,1767633617,1767959715,0.0005,0.18
2,65-89,65,89,37237780286039632833851944314019154801900766008836746172574803618844192100086,False,0.0,1183,1767634217,1767989415,0.0005,0.097
3,90-114,90,114,76973596769785067991869827643061859563309465723121951787426507243364850968431,False,0.0,1274,1767634217,1768016714,0.0005,0.155
4,115-139,115,139,37270945003460258032227325977948763237510393448421744460617061305239334302643,False,0.0,1337,1767634217,1768035626,0.0005,0.535
5,140-164,140,164,114469211639167588394057074932432014162807798937380127658341614075521569007080,False,0.0,1425,1767634209,1768062010,0.0005,0.64
6,165-189,165,189,2343997239229871473841982050988140110250516495357774476136199209213505196971,False,0.0,1448,1767634210,1768068922,0.0005,0.7
7,190-214,190,214,62372977096446066072596990912792774180834772463736922937702414489892485796915,True,1.0,1481,1767634216,1768078825,0.045,0.9995
8,215-239,215,239,32926943344180378319343700824852009138835228584611615590407611482984962828240,False,0.0,1481,1767634218,1768078829,0.0005,0.505
9,240+,240,999999,8180185808875922612438221552433439240537430668551898591101816259945383421189,False,0.0,1475,1767634217,1768077035,0.0005,0.365
