bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<20,0,19,79540309241984319612644221273693960327826296406626378366915028188797462668675,False,0.0,1128,1765862107,1766201708,0.0005,0.03
1,20-39,20,39,65264003339025460537147587429874168090328157086149752667364280522180422292187,False,0.0,1416,1765862110,1766288113,0.0005,0.03
2,40-59,40,59,44223762938156125418884817747818324866162514249433717222469933768607950585167,False,0.0,1429,1765862107,1766292007,0.0005,0.03
3,60-79,60,79,29105356639404688685380123020199629841367704132788485818400220252465192302669,False,0.0,1474,1765862108,1766305509,0.0005,0.025
4,80-99,80,99,59515688954718798145393087792399131378855073828083756294336784292530455456265,False,0.0,1488,1765862107,1766309708,0.0005,0.05
5,100-119,100,119,3156061746022970170914220809994470708515417707479545872587909423251028955166,False,0.0,1660,1765862708,1766361908,0.0005,0.505
6,120-139,120,139,62416262540470766897183146803296616096414687776820793948983742170993215642017,False,0.0,1812,1765862707,1766407508,0.0005,0.505
7,140-159,140,159,14813701494575084174924833709031721342333544012499667118718151301290917454283,False,0.0,1916,1765862709,1766438710,0.0005,0.505
8,160-179,160,179,85941955146229789916043156410942576072824099561730916406529698872127981429388,False,0.0,2183,1765862710,1766518815,0.0005,0.505
9,180-199,180,199,92605032659538683066260354019213588084889191267522455531071691310009430099322,False,0.0,2242,1765862708,1766536509,0.0005,0.515
10,200-219,200,219,17654161832988816489866639252061458890889574961582793228299644224971349029524,False,0.0,2372,1765862707,1766575508,0.0005,0.52
11,220-239,220,239,113681751988353350807960850009486524343156695186518223465916012590608640295145,False,0.0,2481,1765862708,1766608212,0.0005,0.525
12,240-259,240,259,104710755752188237396041154562477712490843054404935521906200034004536438498034,False,0.0,2515,1765862709,1766618410,0.0005,0.525
13,260-279,260,279,73790181252312908333786050910173544803574744421234776267184832460749434880798,False,0.0,2569,1765862706,1766634607,0.0005,0.515
14,280-299,280,299,22806457382656032678252050416454627859375202970324014699584439581347248185592,False,0.0,2766,1765862710,1766693713,0.0005,0.515
15,300-319,300,319,20701042972929915435280116387023347660157098045916660539877937250990780112893,False,0.0,2915,1765862707,1766738409,0.0005,0.515
16,320-339,320,339,50390290575723493602442274885088571374188482825986683292558552587967048655382,False,0.0,3038,1765862707,1766775309,0.0005,0.73
17,340-359,340,359,98983788841400903307406432912570225081425488448439973078808914609913197858891,True,1.0,3061,1765862709,1766782212,0.04,0.9995
18,360-379,360,379,41035533893456627984836128676558470417728171060694726895315983010223580847851,False,0.0,3060,1765862705,1766781907,0.0005,0.51
19,380-399,380,399,28403362135890535085520074285494731234471111693155704544402277360587860174814,False,0.0,3054,1765862707,1766780109,0.0005,0.515
20,400-419,400,419,91842075441067571222220690876508721448460237397582212400644048984904183239614,False,0.0,3054,1765862710,1766780112,0.0005,0.49
21,420-439,420,439,107687131440892437348316548494470103560604451417024768317646481204336796071866,False,0.0,3054,1765862708,1766780110,0.0005,0.49
22,440-459,440,459,30080443512024220152121224439520780344399235492657947107621469074642930395126,False,0.0,3054,1765862707,1766780109,0.0005,0.49
23,460-479,460,479,60040340105225600792718825667131429279063249418215279611080217217294580750835,False,0.0,3055,1765862406,1766780107,0.0005,0.04
24,480-499,480,499,60686516988125381824847575739252341564306932747229358134867705509422488830625,False,0.0,3062,1765862410,1766782212,0.0005,0.04
25,500-519,500,519,111372001575450622134340239927028980791358436461144191128607546531300060038081,False,0.0,3061,1765862411,1766781911,0.0005,0.04
26,520-539,520,539,37682238833287554703935457397430176934669017707795896049194059529755135459610,False,0.0,3062,1765862411,1766782213,0.0005,0.04
27,540-559,540,559,44540187479899865641934683205461372956092727896111055044449881749237250928098,False,0.0,3062,1765862410,1766782212,0.0005,0.025
28,560-579,560,579,71364766380362415108471704564748910223700656117021656154579528070273982464059,False,0.0,3063,1765862106,1766782208,0.0005,0.05
29,580+,580,999999,37113581555369672256533038752392479453812930885926059891159614717829543657195,False,0.0,3063,1765862109,1766782211,0.0005,0.0305
