bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<20,0,19,88937348102505854506586704892938790486311900250008455236787592852123786696828,False,0.0,1392,1764048010,1764465311,0.0005,0.055
1,20-39,20,39,23543512527741326325730233222662293655622445289956464263640045439936118367098,False,0.0,1433,1764048010,1764477609,0.0005,0.06
2,40-59,40,59,61159933033753730888563677032695612103145700864423852442196200434234584270871,False,0.0,1686,1764048009,1764553508,0.0005,0.055
3,60-79,60,79,55060862288720671815666099506535776880898339923624770340749073862345282694747,False,0.0,1807,1764047708,1764589507,0.0005,0.5
4,80-99,80,99,59126763540763870752630935356580033434971353642610254574570296864374441564048,False,0.0,1943,1764047709,1764630308,0.0005,0.505
5,100-119,100,119,70265398936194246421162163441992289158487986998560268352260220745257653551094,False,0.0,2169,1764047710,1764698431,0.0005,0.505
6,120-139,120,139,51186214610338686739861624796079848200887289129578431518712100664541963650603,False,0.0,2253,1764047707,1764723309,0.0005,0.54
7,140-159,140,159,18885610062406571492138230965019176835528220580867249043265048338321263182026,False,0.0,2445,1764047708,1764780911,0.0005,0.55
8,160-179,160,179,84019230231542644342639230375007857951752264652458521934045608417858630669135,False,0.0,2658,1764048307,1764845407,0.0005,0.57
9,180-199,180,199,107396467735492255642089466269598762984038723802203393188069671577909801117921,False,0.0,2668,1764048310,1764848710,0.0005,0.565
10,200-219,200,219,8635374290292376012420604088498488505032092308258071606853204015970898734059,False,0.0,2730,1764048306,1764867007,0.0005,0.56
11,220-239,220,239,75639314228415649942132269190064017259606451509321254052143704497368006385795,False,0.0,2922,1764048306,1764924607,0.0005,0.555
12,240-259,240,259,45780731407697761464352198254380410724230035579629110063633037692347858202663,True,1.0,3073,1764047710,1764969612,0.015,0.9995
13,260-279,260,279,66075799518725338297790279690735325913589143181019906700112285300753602911070,False,0.0,3087,1764047710,1764973818,0.0005,0.93
14,280-299,280,299,24166342738724106030691305762967694430079980549731969901188150567758280989428,False,0.0,3060,1764047709,1764965727,0.0005,0.1945
15,300-319,300,319,63265154482807790182136674438883525022684301065515492210881225340264079488573,False,0.0,3061,1764047706,1764965710,0.0005,0.114
16,320-339,320,339,61268328082654045729743211310537653067995589425432134979252311321543969439852,False,0.0,3062,1764047707,1764966008,0.0005,0.08
17,340-359,340,359,52467459479582714480434539661789037124578752385147441536491484079913574633512,False,0.0,3062,1764047708,1764966009,0.0005,0.056
18,360-379,360,379,87334865990767561427199210096448930580451704896858409747029176298813798845930,False,0.0,3061,1764047708,1764965722,0.0005,0.035
19,380-399,380,399,89246345377611441808863479404734362962489091623966165370336035277395123576072,False,0.0,3061,1764047708,1764965723,0.0005,0.035
20,400-419,400,419,76104638176868265400092446625115790532476526994621248927037194582626234631499,False,0.0,3060,1764048008,1764965720,0.0005,0.461
21,420-439,420,439,34985391404571529571514241495942181360988193820356722435238911018462850667449,False,0.0,3060,1764048005,1764965709,0.0005,0.055
22,440-459,440,459,10841228108830068653323442609432431386061372938767498498779423366373544630767,False,0.0,3059,1764048010,1764965731,0.0005,0.055
23,460-479,460,479,23834348657513411745220691243011233077203946106167931819948113829443504734588,False,0.0,3060,1764048010,1764966012,0.0005,0.055
24,480-499,480,499,34607927720438535550145876272436755460118634719341816203831648787857597098439,False,0.0,3060,1764048008,1764965720,0.0005,0.055
25,500+,500,999999,67252493179715928812107456546493401330888629397051036084961330738584784536854,False,0.0,3060,1764048009,1764965725,0.0005,0.055
