bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,57075818359025222763731141447869796354167981591534337213546548438203159158265,False,0.0,1445,1780331406,1780768805,0.0005,0.35
1,40-64,40,64,108176989100266142965055712615670645300919558788561202639667753044136978219142,False,0.0,1445,1780331406,1780768805,0.0005,0.705
2,65-89,65,89,58064335624480401699826226957240506385445920283435398212799359685037293411537,True,1.0,1444,1780331704,1780768805,0.135,0.9995
3,90-114,90,114,5849217769902723027830997200339297996512419753017182974818598925371282618854,False,0.0,1444,1780331704,1780768805,0.0005,0.1035
4,115-139,115,139,76147010365758165322779887555612053261956567329594046238665380098860033185673,False,0.0,1444,1780331704,1780768804,0.0005,0.05
5,140-164,140,164,10802293331211053187479644951591178066335078676470991392197181866744669684801,False,0.0,1444,1780331704,1780768804,0.0005,0.069
6,165-189,165,189,32009825628834642745357081401937459365855956258910588988062940124854027969655,False,0.0,1444,1780331704,1780768805,0.0005,0.0325
7,190-214,190,214,89087092909097729427848724109614646788350554677448732454835869640882224903023,False,0.0,1444,1780331705,1780768805,0.0005,0.1405
8,215-239,215,239,114908606120985284613332541189979511885743404381546175575648558719423894647830,False,0.0,1444,1780331704,1780768805,0.0005,0.069
9,240+,240,999999,98344954124868539804346748335672081263363804365637441082562583310779006177138,False,0.0,1444,1780331705,1780768805,0.0005,0.0475
