bin_index,outcome,lower_bound,upper_bound,token_id,is_winner,final_price,data_points,first_ts,last_ts,min_price,max_price
0,<40,0,39,23856472690451423099590111933543046607294583040571865390858871394552961419267,False,0.0,1140,1767044110,1767385814,0.0005,0.265
1,40-49,40,49,115405652042023184492018210552650984366681431489088241980284872639146153931959,False,0.0,1141,1767044108,1767386107,0.0005,0.5
2,50-59,50,59,85598502936466614529807503388966457065656747450036802849868825239792729663169,False,0.0,1140,1767044107,1767385807,0.0005,0.5
3,60-69,60,69,107279819916116278008491450300888623912903295033965462995715822783215040684378,False,0.0,1140,1767044113,1767385821,0.0005,0.5
4,70-79,70,79,55650790402397489529118348553494216482335538668315885447465955827720342484806,False,0.0,1140,1767044111,1767385816,0.0005,0.5
5,80-89,80,89,73156873141283656136159835474997515202111572597334468220356554766188611314079,False,0.0,1154,1767044112,1767390011,0.0005,0.505
6,90-99,90,99,79568167405260945816853912650676771939197377371535156613834286795236479256177,False,0.0,1175,1767044112,1767396312,0.0005,0.505
7,100-109,100,109,40116121620044293713838098530278570938246555700544551338457403737947285951468,False,0.0,1260,1767044113,1767422113,0.0005,0.505
8,110-119,110,119,55303063184242425542673681563623901882361245372019168524035324545372355905,False,0.0,1269,1767044110,1767424811,0.0005,0.5
9,120-129,120,129,77068808470898165802718308492787972832254540616168267333361044692340575594466,False,0.0,1293,1767044108,1767432008,0.0005,0.5
10,130-139,130,139,34783068906585118911080826160088624477876514408494356414081267263782627364908,False,0.0,1307,1767044108,1767436212,0.0005,0.5
11,140+,140,999999,101294213104357714890596870405419053886663522126725873737278954323245535409916,True,1.0,1344,1767044111,1767447312,0.16,0.9995
